,Age,Cabin,Embarked,Fare,Fsize,PassengerId,Pclass,Sex,Died,Survived
1049,42,D,S,26.55,1,1050,1,male,Dead,0
1050,26,M,S,13.775,3,1051,3,female,Alive,1
1051,29,M,Q,7.7333,1,1052,3,female,Alive,1
1052,7,M,C,15.2458,3,1053,3,male,Dead,0
1053,26,M,S,13.5,1,1054,2,female,Alive,1
1054,29,M,S,7.0,1,1055,3,male,Dead,0
1055,41,M,S,13.0,1,1056,2,male,Dead,0
1056,26,M,S,22.025,3,1057,3,female,Alive,1
1057,48,B,C,50.4958,1,1058,1,male,Dead,0
1058,18,M,S,34.375,5,1059,3,male,Dead,0
1059,29,M,C,27.7208,1,1060,1,female,Alive,1
1060,22,M,S,8.9625,1,1061,3,female,Alive,1
1061,29,M,S,7.55,1,1062,3,male,Dead,0
1062,27,M,C,7.225,1,1063,3,male,Dead,0
1063,23,M,S,13.9,2,1064,3,male,Dead,0
1064,29,M,C,7.2292,1,1065,3,male,Dead,0
1065,40,M,S,31.3875,7,1066,3,male,Dead,0
1066,15,M,S,39.0,3,1067,2,female,Alive,1
1067,20,M,S,36.75,1,1068,2,female,Alive,1
1068,54,C,C,55.4417,2,1069,1,male,Dead,0
1069,36,F,S,39.0,4,1070,2,female,Alive,1
1070,64,E,C,83.1583,3,1071,1,female,Alive,1
1071,30,M,S,13.0,1,1072,2,male,Dead,0
1072,37,E,C,83.1583,3,1073,1,male,Dead,0
1073,18,D,S,53.1,2,1074,1,female,Alive,1
1074,29,M,Q,7.75,1,1075,3,male,Dead,0
1075,27,B,C,247.5208,3,1076,1,female,Alive,1
1076,40,M,S,16.0,1,1077,2,male,Dead,0
1077,21,M,S,21.0,2,1078,2,female,Alive,1
1078,17,M,S,8.05,3,1079,3,male,Dead,0
1079,29,M,S,69.55,11,1080,3,female,Alive,1
1080,40,M,S,13.0,1,1081,2,male,Dead,0
1081,34,M,S,26.0,2,1082,2,male,Dead,0
1082,29,M,S,26.0,1,1083,1,male,Dead,0
1083,11,M,S,14.5,3,1084,3,male,Dead,0
1084,61,M,Q,12.35,1,1085,2,male,Dead,0
1085,8,M,S,32.5,3,1086,2,male,Dead,0
1086,33,M,S,7.8542,1,1087,3,male,Dead,0
1087,6,E,C,134.5,3,1088,1,male,Dead,0
1088,18,M,S,7.775,1,1089,3,female,Alive,1
1089,23,M,S,10.5,1,1090,2,male,Dead,0
1090,29,M,S,8.1125,1,1091,3,female,Alive,1
1091,29,M,Q,15.5,1,1092,3,female,Alive,1
1092,0,M,S,14.4,3,1093,3,male,Dead,0
1093,47,C,C,227.525,2,1094,1,male,Dead,0
1094,8,M,S,26.0,3,1095,2,female,Alive,1
1095,25,M,S,10.5,1,1096,2,male,Dead,0
1096,29,M,C,25.7417,1,1097,1,male,Dead,0
1097,35,M,Q,7.75,1,1098,3,female,Alive,1
1098,24,M,S,10.5,1,1099,2,male,Dead,0
1099,33,A,C,27.7208,1,1100,1,female,Alive,1
1100,25,M,S,7.8958,1,1101,3,male,Dead,0
1101,32,M,S,22.525,1,1102,3,male,Dead,0
1102,29,M,S,7.05,1,1103,3,male,Dead,0
1103,17,M,S,73.5,1,1104,2,male,Dead,0
1104,60,M,S,26.0,2,1105,2,female,Alive,1
1105,38,M,S,7.775,7,1106,3,female,Alive,1
1106,42,B,S,42.5,1,1107,1,male,Dead,0
1107,29,M,Q,7.8792,1,1108,3,female,Alive,1
1108,57,M,S,164.8667,3,1109,1,male,Dead,0
1109,50,C,C,211.5,3,1110,1,female,Alive,1
1110,29,M,S,8.05,1,1111,3,male,Dead,0
1111,30,M,C,13.8583,2,1112,2,female,Alive,1
1112,21,M,S,8.05,1,1113,3,male,Dead,0
1113,22,F,S,10.5,1,1114,2,female,Alive,1
1114,21,M,S,7.7958,1,1115,3,male,Dead,0
1115,53,M,C,27.4458,1,1116,1,female,Alive,1
1116,29,M,C,15.2458,3,1117,3,female,Alive,1
1117,23,M,S,7.7958,1,1118,3,male,Dead,0
1118,29,M,Q,7.75,1,1119,3,female,Alive,1
1119,40,M,S,15.1,1,1120,3,male,Dead,0
1120,36,M,S,13.0,1,1121,2,male,Dead,0
1121,14,M,S,65.0,1,1122,2,male,Dead,0
1122,21,M,S,26.55,1,1123,1,female,Alive,1
1123,21,M,S,6.4958,2,1124,3,male,Dead,0
1124,29,M,Q,7.8792,1,1125,3,male,Dead,0
1125,39,C,C,71.2833,2,1126,1,male,Dead,0
1126,20,M,S,7.8542,1,1127,3,male,Dead,0
1127,64,D,C,75.25,2,1128,1,male,Dead,0
1128,20,M,C,7.225,1,1129,3,male,Dead,0
1129,18,M,S,13.0,3,1130,2,female,Alive,1
1130,48,C,C,106.425,2,1131,1,female,Alive,1
1131,55,M,C,27.7208,1,1132,1,female,Alive,1
1132,45,M,S,30.0,3,1133,2,female,Alive,1
1133,45,E,C,134.5,3,1134,1,male,Dead,0
1134,29,M,S,7.8875,1,1135,3,male,Dead,0
1135,29,M,S,23.45,4,1136,3,male,Dead,0
1136,41,D,S,51.8625,2,1137,1,male,Dead,0
1137,22,M,S,21.0,1,1138,2,female,Alive,1
1138,42,M,S,32.5,3,1139,2,male,Dead,0
1139,29,M,S,26.0,2,1140,2,female,Alive,1
1140,29,M,C,14.4542,2,1141,3,female,Alive,1
1141,0,M,S,27.75,4,1142,2,female,Alive,1
1142,20,M,S,7.925,1,1143,3,male,Dead,0
1143,27,C,C,136.7792,2,1144,1,male,Dead,0
1144,24,M,S,9.325,1,1145,3,male,Dead,0
1145,32,M,S,9.5,1,1146,3,male,Dead,0
1146,29,M,S,7.55,1,1147,3,male,Dead,0
1147,29,M,Q,7.75,1,1148,3,male,Dead,0
1148,28,M,S,8.05,1,1149,3,male,Dead,0
1149,19,M,S,13.0,1,1150,2,female,Alive,1
1150,21,M,S,7.775,1,1151,3,male,Dead,0
1151,36,M,S,17.4,2,1152,3,male,Dead,0
1152,21,M,S,7.8542,1,1153,3,male,Dead,0
1153,29,M,S,23.0,3,1154,2,female,Alive,1
1154,1,M,S,12.1833,3,1155,3,female,Alive,1
1155,30,M,C,12.7375,1,1156,2,male,Dead,0
1156,29,M,S,7.8958,1,1157,3,male,Dead,0
1157,29,M,S,0.0,1,1158,1,male,Dead,0
1158,29,M,S,7.55,1,1159,3,male,Dead,0
1159,29,M,S,8.05,1,1160,3,female,Alive,1
1160,17,M,S,8.6625,1,1161,3,male,Dead,0
1161,46,C,C,75.2417,1,1162,1,male,Dead,0
1162,29,M,Q,7.75,1,1163,3,male,Dead,0
1163,26,C,C,136.7792,2,1164,1,female,Alive,1
1164,29,M,Q,15.5,2,1165,3,female,Alive,1
1165,29,M,C,7.225,1,1166,3,male,Dead,0
1166,20,M,S,26.0,2,1167,2,female,Alive,1
1167,28,M,S,10.5,1,1168,2,male,Dead,0
1168,40,M,S,26.0,2,1169,2,male,Dead,0
1169,30,M,S,21.0,2,1170,2,male,Dead,0
1170,22,M,S,10.5,1,1171,2,male,Dead,0
1171,23,M,S,8.6625,1,1172,3,female,Alive,1
1172,0,M,S,13.775,3,1173,3,male,Dead,0
1173,29,M,Q,7.75,1,1174,3,female,Alive,1
1174,9,M,C,15.2458,3,1175,3,female,Alive,1
1175,2,M,S,20.2125,3,1176,3,female,Alive,1
1176,36,M,S,7.25,1,1177,3,male,Dead,0
1177,29,M,S,7.25,1,1178,3,male,Dead,0
1178,24,B,S,82.2667,2,1179,1,male,Dead,0
1179,29,F,C,7.2292,1,1180,3,male,Dead,0
1180,29,M,S,8.05,1,1181,3,male,Dead,0
1181,29,M,S,39.6,1,1182,1,male,Dead,0
1182,30,M,Q,6.95,1,1183,3,female,Alive,1
1183,29,M,C,7.2292,1,1184,3,male,Dead,0
1184,53,A,S,81.8583,3,1185,1,male,Dead,0
1185,36,M,S,9.5,1,1186,3,male,Dead,0
1186,26,M,S,7.8958,1,1187,3,male,Dead,0
1187,1,M,C,41.5792,4,1188,2,female,Alive,1
1188,29,M,C,21.6792,3,1189,3,male,Dead,0
1189,30,M,S,45.5,1,1190,1,male,Dead,0
1190,29,M,S,7.8542,1,1191,3,male,Dead,0
1191,32,M,S,7.775,1,1192,3,male,Dead,0
1192,29,D,C,15.0458,1,1193,2,male,Dead,0
1193,43,M,S,21.0,2,1194,2,male,Dead,0
1194,24,M,S,8.6625,1,1195,3,male,Dead,0
1195,29,M,Q,7.75,1,1196,3,female,Alive,1
1196,64,B,S,26.55,3,1197,1,female,Alive,1
1197,30,C,S,151.55,4,1198,1,male,Dead,0
1198,0,M,S,9.35,2,1199,3,male,Dead,0
1199,55,B,S,93.5,3,1200,1,male,Dead,0
1200,45,M,S,14.1083,2,1201,3,female,Alive,1
1201,18,M,S,8.6625,1,1202,3,male,Dead,0
1202,22,M,C,7.225,1,1203,3,male,Dead,0
1203,29,M,S,7.575,1,1204,3,male,Dead,0
1204,37,M,Q,7.75,1,1205,3,female,Alive,1
1205,55,C,C,135.6333,1,1206,1,female,Alive,1
1206,17,M,Q,7.7333,1,1207,3,female,Alive,1
1207,57,B,C,146.5208,2,1208,1,male,Dead,0
1208,19,M,S,10.5,1,1209,2,male,Dead,0
1209,27,M,S,7.8542,1,1210,3,male,Dead,0
1210,22,M,S,31.5,3,1211,2,male,Dead,0
1211,26,M,S,7.775,1,1212,3,male,Dead,0
1212,25,F,C,7.2292,1,1213,3,male,Dead,0
1213,26,F,S,13.0,1,1214,2,male,Dead,0
1214,33,M,S,26.55,1,1215,1,male,Dead,0
1215,39,M,S,211.3375,1,1216,1,female,Alive,1
1216,23,M,S,7.05,1,1217,3,male,Dead,0
1217,12,F,S,39.0,4,1218,2,female,Alive,1
1218,46,M,C,79.2,1,1219,1,male,Dead,0
1219,29,M,S,26.0,2,1220,2,male,Dead,0
1220,21,M,S,13.0,1,1221,2,male,Dead,0
1221,48,M,S,36.75,3,1222,2,female,Alive,1
1222,39,A,C,29.7,1,1223,1,male,Dead,0
1223,29,M,C,7.225,1,1224,3,male,Dead,0
1224,19,M,C,15.7417,3,1225,3,female,Alive,1
1225,27,M,S,7.8958,1,1226,3,male,Dead,0
1226,30,C,S,26.0,1,1227,1,male,Dead,0
1227,32,M,S,13.0,1,1228,2,male,Dead,0
1228,39,M,C,7.2292,3,1229,3,male,Dead,0
1229,25,M,S,31.5,1,1230,2,male,Dead,0
1230,29,M,C,7.2292,1,1231,3,male,Dead,0
1231,18,M,S,10.5,1,1232,2,male,Dead,0
1232,32,M,S,7.5792,1,1233,3,male,Dead,0
1233,29,M,S,69.55,11,1234,3,male,Dead,0
1234,58,B,C,512.3292,2,1235,1,female,Alive,1
1235,29,M,S,14.5,3,1236,3,male,Dead,0
1236,16,M,S,7.65,1,1237,3,female,Alive,1
1237,26,M,S,13.0,1,1238,2,male,Dead,0
1238,38,M,C,7.2292,1,1239,3,female,Alive,1
1239,24,M,S,13.5,1,1240,2,male,Dead,0
1240,31,M,S,21.0,1,1241,2,female,Alive,1
1241,45,D,C,63.3583,2,1242,1,female,Alive,1
1242,25,M,S,10.5,1,1243,2,male,Dead,0
1243,18,M,S,73.5,1,1244,2,male,Dead,0
1244,49,M,S,65.0,4,1245,2,male,Dead,0
1245,0,M,S,20.575,4,1246,3,female,Alive,1
1246,50,E,S,26.0,1,1247,1,male,Dead,0
1247,59,C,S,51.4792,3,1248,1,female,Alive,1
1248,29,M,S,7.8792,1,1249,3,male,Dead,0
1249,29,M,Q,7.75,1,1250,3,male,Dead,0
1250,30,M,S,15.55,2,1251,3,female,Alive,1
1251,14,M,S,69.55,11,1252,3,male,Dead,0
1252,24,M,C,37.0042,3,1253,2,female,Alive,1
1253,31,M,S,21.0,1,1254,2,female,Alive,1
1254,27,M,S,8.6625,1,1255,3,male,Dead,0
1255,25,E,C,55.4417,2,1256,1,female,Alive,1
1256,29,M,S,69.55,11,1257,3,female,Alive,1
1257,29,M,C,14.4583,2,1258,3,male,Dead,0
1258,22,M,S,39.6875,1,1259,3,female,Alive,1
1259,45,M,C,59.4,2,1260,1,female,Alive,1
1260,29,M,C,13.8583,1,1261,2,male,Dead,0
1261,21,M,S,11.5,2,1262,2,male,Dead,0
1262,31,E,C,134.5,1,1263,1,female,Alive,1
1263,49,B,S,0.0,1,1264,1,male,Dead,0
1264,44,M,S,13.0,1,1265,2,male,Dead,0
1265,54,A,S,81.8583,3,1266,1,female,Alive,1
1266,45,M,C,262.375,1,1267,1,female,Alive,1
1267,22,M,S,8.6625,3,1268,3,female,Alive,1
1268,21,M,S,11.5,1,1269,2,male,Dead,0
1269,55,C,S,50.0,1,1270,1,male,Dead,0
1270,5,M,S,31.3875,7,1271,3,male,Dead,0
1271,29,M,Q,7.75,1,1272,3,male,Dead,0
1272,26,M,Q,7.8792,1,1273,3,male,Dead,0
1273,29,M,S,14.5,1,1274,3,female,Alive,1
1274,19,M,S,16.1,2,1275,3,female,Alive,1
1275,29,M,S,12.875,1,1276,2,male,Dead,0
1276,24,M,S,65.0,4,1277,2,female,Alive,1
1277,24,M,S,7.775,1,1278,3,male,Dead,0
1278,57,M,S,13.0,1,1279,2,male,Dead,0
1279,21,M,Q,7.75,1,1280,3,male,Dead,0
1280,6,M,S,21.075,5,1281,3,male,Dead,0
1281,23,B,S,93.5,1,1282,1,male,Dead,0
1282,51,D,S,39.4,2,1283,1,female,Alive,1
1283,13,M,S,20.25,3,1284,3,male,Dead,0
1284,47,M,S,10.5,1,1285,2,male,Dead,0
1285,29,M,S,22.025,5,1286,3,male,Dead,0
1286,18,C,S,60.0,2,1287,1,female,Alive,1
1287,24,M,Q,7.25,1,1288,3,male,Dead,0
1288,48,B,C,79.2,3,1289,1,female,Alive,1
1289,22,M,S,7.775,1,1290,3,male,Dead,0
1290,31,M,Q,7.7333,1,1291,3,male,Dead,0
1291,30,C,S,164.8667,1,1292,1,female,Alive,1
1292,38,M,S,21.0,2,1293,2,male,Dead,0
1293,22,M,C,59.4,2,1294,1,female,Alive,1
1294,17,M,S,47.1,1,1295,1,male,Dead,0
1295,43,D,C,27.7208,2,1296,1,male,Dead,0
1296,20,D,C,13.8625,1,1297,2,male,Dead,0
1297,23,M,S,10.5,2,1298,2,male,Dead,0
1298,50,C,C,211.5,3,1299,1,male,Dead,0
1299,29,M,Q,7.7208,1,1300,3,female,Alive,1
1300,3,M,S,13.775,3,1301,3,female,Alive,1
1301,29,M,Q,7.75,1,1302,3,female,Alive,1
1302,37,C,Q,90.0,2,1303,1,female,Alive,1
1303,28,M,S,7.775,1,1304,3,female,Alive,1
1304,29,M,S,8.05,1,1305,3,male,Dead,0
1305,39,C,C,108.9,1,1306,1,female,Alive,1
1306,38,M,S,7.25,1,1307,3,male,Dead,0
1307,29,M,S,8.05,1,1308,3,male,Dead,0
1308,29,M,C,22.3583,3,1309,3,male,Dead,0
